name,type,url,lvl,Vitality,Wisdom,Strength,Intelligence,Chance,Agility,Power,AP,MP,Range,Summon,Critical Hit,Initiative,Prospection,Lock,Dodge,AP Reduction,MP Reduction,AP Res,MP Res,Push Res.,Crit. Res,Pods,Trap Damage,%Trap Dam,Damage,Neutral Damage,Earth Damage,Fire Damage,Water Damage,Air Damage,Crit. Damage,Push Damage,Heal,Neutral Res.,Earth Res.,Fire Res.,Water Res.,Air Res.,%Neutral Res,%Earth Res,%Fire Res,%Water Res,%Air Res,Critical Hit,%Melee Res,%Range Res
Ceinture du Roks Or,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/10688-ceinture-roks,53,31,11,,,,,16,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bottes d'Hulkrap,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/10847-bottes-hulkrap,53,-30,,-15,,-15,,,,1,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
Ceinture Brâkmarienne,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/3205-ceinture-brakmarienne,53,,,31,,,,,,,,,,201,,,,,,,,,,,,,,,2,,,,,,,,,,,,,4,,,,,,
Alliance Ethnique,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7117-alliance-ethnique,53,21,,,21,21,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaracoiffe Noire,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8133-scaracoiffe-noire,53,6,6,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Amulette d'Hulkrap,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/10852-amulette-hulkrap,53,,,,11,,,,1,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amulette de Mirh,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12029-amulette-mirh,53,,,,,,6,,1,,,,,51,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
Getas de Logram,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12031-getas-logram,53,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,4,,,,,,,,,,,-3,,,,,,,
Alliance d'Hichète,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12039-alliance-hichete,53,,7,,,,16,,,,,,2,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,
Boffes Cottre,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13139-boffes-cottre,53,16,,,,,,,,1,,,2,,,,,,,,2,-10,-10,,,,,,,,,2,,,,,,,,,,,,,,2,,
Amulette de Pwâk,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13170-amulette-pwak,53,21,11,,,,,11,,,,,,,7,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
Anneau du Koalak,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8004-anneau-koalak,53,21,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Amulette de Kloug,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/10853-amulette-kloug,53,,,,11,21,,,,,,1,,,,,,,,,3,,,,,,,,,4,,,,,,,,,,,,,,,,,,
Chapilozité,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12377-chapilozite,53,31,7,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,,4,,,,,,,,,,,,,,
La Guenille,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/2386-guenille,53,,,,,,,,,,,,3,51,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,3,,
Bottes de Céleri-Thé,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/348-bottes-celeri,53,,,-20,,16,,,,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceinture de Pandalida,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12502-ceinture-pandalida,53,31,11,,16,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
Collier de Féline,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13022-collier-feline,53,26,11,26,,,,,,,,,1,101,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1,,
Casque du Roks Or,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/10685-casque-roks,52,31,11,,,,,16,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
Bottes de Klüme,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/10848-bottes-klueme,52,-30,,,-15,,-15,,,1,,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
Amulette de Xélor,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/1474-amulette-xelor,52,,,-30,-30,,,,1,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,
L'Œil de Kanigrou,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/2398-oeil-kanigrou,52,11,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,4,,,,,,,,3,,,,,2,,
Kwakwanneau,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12019-kwakwanneau,52,16,,,,,,,,,,,,,,,,,4,,4,,,,,,,,4,,,4,,,,,,,,,,,,,,,,
Chapeau du Vulkain,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12417-chapeau-vulkain,52,41,11,,26,,,,,,,,,,,,,,,,,,5,,,,,,,4,,,,,,,,,,,,,,,,,,
Amulette du Craqueleur des Plaines,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/4684-amulette-craqueleur-plaines,52,16,,,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,
Kwakwalliance,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12020-kwakwalliance,52,16,,,,,,,,,,,,,,,,4,,4,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,
Ceinture de Klüme,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/10850-ceinture-klueme,52,41,,26,,,,11,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scarature Dorée,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8119-scarature-doree,51,41,,,,,21,,,,,,2,,,,,,,,,,,,,,,,,,,,,,5,,,,,,5,,,,,2,,
Scaracape Noire,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8134-scaracape-noire,51,31,,,,,,,,,,,,,,,,,,,,,,,,16,2,,,,,,,,,,,,,,4,,,,,,,
Ceinture de Coffreté,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13137-ceinture-coffrete,51,41,,,,,,21,,,,,2,,,,5,2,,,,,,,,,,,,5,,,,,,,,,,,,,,,,2,,
Ballerines Roses,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13582-ballerines-roses,51,21,,,,,,,,,,,3,151,,,4,,,,,,,,,,3,,,,,,5,,,,,,,,,,,,,3,,
Médaille Oly,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/1331-medaille-oly,51,,,21,,,,7,,,,,4,,,,,,,,,,,,,,,,3,,,,7,,,,,,,,,,,,,4,,
Anneau du Mulou,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/6956-anneau-mulou,51,,11,21,,,21,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anneau du Roks Or,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/10687-anneau-roks,51,31,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Ceinture de Kloug,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/10851-ceinture-kloug,51,41,,,,21,,,,,1,,,,,,,,,,,,,251,,,,,,,,,,,,,,,,,,,,,,,,
Grozillamu,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/10904-grozillamu,51,,,,,,,21,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceinture d'Hulkrap,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/10849-ceinture-hulkrap,51,31,,,21,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,3,,
Bottes de l'Apprenti Invocateur,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/1666-bottes-apprenti-invocateur,51,41,,-20,-20,-20,-20,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capilozité,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12378-capilozite,51,,11,11,,11,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,4,,,,,,,,,,,,,,
Anneau Tribal,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/3203-anneau-tribal,51,,7,,,,,,,,,1,2,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
Anneau de Kloug,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/10855-anneau-kloug,51,,11,,,16,,6,,,,,2,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
Bottes de Karotz,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/11352-bottes-karotz,51,16,,,,16,,,,1,,,,,,-15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceinture Kolante,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/2688-ceinture-kolante,50,21,,,,,21,11,,,,,3,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
Anneau Zocomial,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7121-anneau-zocomial,50,21,,,,,,11,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,
Capodindo,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7552-capodindo,50,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botodindo,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7554-botodindo,50,41,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,4,,,,,,,,,,,,,
Anodindo,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7555-anodindo,50,,7,11,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blopture Coco,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/9169-blopture-coco,50,41,11,,,,26,,,,,,,,,,,,,,,,,201,,,,,,,,2,,,,,,,,,,,,,,,,
Ralentisseur mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12628-ralentisseur-mineur,50,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rempart mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12646-rempart-mineur,50,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Ravageur Air mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12688-ravageur-air-mineur,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
Initiateur mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12702-initiateur-mineur,50,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vagabond mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13751-vagabond-mineur,50,,,,,,,,,,,,,,,-8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccageur Feu mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13778-saccageur-feu-mineur,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,-2,,,,,,
Entraveur mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13787-entraveur-mineur,50,,,,,,,,,,,,,,,,,,6,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inflexible mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13802-inflexible-mineur,50,,,,,,,,,,,,,,,,-8,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,
Précurseur mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13805-precurseur-mineur,50,-25,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obstructeur mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16182-obstructeur-mineur,50,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miraculé mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16191-miracule-mineur,50,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dévastateur Terre mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16252-devastateur-terre-mineur,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
Carapace Terre mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16314-carapace-terre-mineur,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
Carapace Air mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16327-carapace-air-mineur,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Vigoureux mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16330-vigoureux-mineur,50,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Observateur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16336-observateur,50,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bottes de Bowisse,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/127-bottes-bowisse,50,,,,,16,,,,1,,,,,2,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masque Kanniboul,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/1088-masque-kanniboul,50,11,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,,,,,,,,,,,,,,,,
Cape Ouginak,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/1910-cape-ouginak,50,41,16,,,,,26,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
Blopanneau Reinette,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/9123-blopanneau-reinette,50,,,16,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amublop Coco,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/9151-amublop-coco,50,41,11,,,,26,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
Amublop Indigo,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/9152-amublop-indigo,50,41,11,,,26,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
Bloptes Indigo,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/9161-bloptes-indigo,50,21,,,,11,,11,,,,1,,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac de Voyage du Parfait Petit Vulkain,Sac à dos,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12414-sac-voyage-parfait-petit-vulkain,50,,21,,,,,,,,,,,,,,3,,,,,,,401,,,,,,4,,,,,,,,,,,,,,,,,,
Tacleur mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12622-tacleur-mineur,50,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soigneur mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12707-soigneur-mineur,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
Ravageur Terre mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12748-ravageur-terre-mineur,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
Saccageur Neutre mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13775-saccageur-neutre-mineur,50,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,-2,,,,
Bousculeur mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13799-bousculeur-mineur,50,,,,,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,
Muraille Terre mineure,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13808-muraille-terre-mineure,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,-2,,,
Muraille Air mineure,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13820-muraille-air-mineure,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,-2,,,,,
Robuste mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13826-robuste-mineur,50,,,,,,,20,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,
Examinateur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13831-examinateur,50,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dévastateur Eau mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16262-devastateur-eau-mineur,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
Dévastateur Air mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16265-devastateur-air-mineur,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
Carapace Neutre mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16318-carapace-neutre-mineur,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
Blopanneau Griotte,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/9122-blopanneau-griotte,50,,,,16,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bloptes Griottes,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/9158-bloptes-griottes,50,21,,,11,,,11,,,,1,,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuyard mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12625-fuyard-mineur,50,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fugitif mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12634-fugitif-mineur,50,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pousseur mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12640-pousseur-mineur,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,
Adamantin mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12643-adamantin-mineur,50,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuirassé Feu mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12659-cuirasse-feu-mineur,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,
Cuirassé Neutre mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12683-cuirasse-neutre-mineur,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,
Ravageur Neutre mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12696-ravageur-neutre-mineur,50,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
Joueur mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12717-joueur-mineur,50,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Savant mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12718-savant-mineur,50,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bloqueur mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13748-bloqueur-mineur,50,,,,,,,,,,,,,,,8,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Docteur mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13754-docteur-mineur,50,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,
Forcené mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13757-forcene-mineur,50,-50,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equilibriste mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13763-equilibriste-mineur,50,-50,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccageur Terre mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13772-saccageur-terre-mineur,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,-2,,,
Paralyseur mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13790-paralyseur-mineur,50,,,,,,,,,,,,,,,,,6,,,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evanescent mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13796-evanescent-mineur,50,,,,,,,,,,,,,,,,,,,-8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muraille Neutre mineure,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13811-muraille-neutre-mineure,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,-2,,,,
Déserteur mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16185-deserteur-mineur,50,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guérisseur mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16188-guerisseur-mineur,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,
Érudit mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16202-erudit-mineur,50,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cascadeur mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16243-cascadeur-mineur,50,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chanceux mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16246-chanceux-mineur,50,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carapace Feu mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16321-carapace-feu-mineur,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Bottes d'Apprentissage,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/1665-bottes-apprentissage,50,31,21,,21,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
Ceinture Luthuthu,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/1667-ceinture-luthuthu,50,21,,,21,,-21,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,,,,,,,
Chapodindo,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7553-chapodindo,50,41,21,,,,,,,,,,,,11,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
Blopanneau Coco,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/9124-blopanneau-coco,50,,,,,,16,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blopanneau Indigo,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/9125-blopanneau-indigo,50,,,,,16,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amublop Griotte,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/9149-amublop-griotte,50,41,11,,26,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
Blopture Griotte,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/9167-blopture-griotte,50,41,11,,26,,,,,,,,,,,,,,,,,,,201,,,,,,2,,,,,,,,,,,,,,,,,,
Blopture Reinette,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/9168-blopture-reinette,50,41,11,26,,,,,,,,,,,,,,,,,,,,201,,,,,2,,,,,,,,,,,,,,,,,,,
Blopture Indigo,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/9170-blopture-indigo,50,41,11,,,26,,,,,,,,,,,,,,,,,,201,,,,,,,2,,,,,,,,,,,,,,,,,
Anneau de Logram,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12033-anneau-logram,50,,,,11,,,,,,,,2,,,,,,,2,,,3,,,,,,,,,,,,2,,,,,,,,,,,2,,
Engourdisseur mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12631-engourdisseur-mineur,50,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuirassé Air mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12649-cuirasse-air-mineur,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,
Cuirassé Eau mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12652-cuirasse-eau-mineur,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,
Cuirassé Terre mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12680-cuirasse-terre-mineur,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,
Ravageur Eau mineur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12691-ravageur-eau-mineur,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
